"","DATE","CAMERA.ID","ADDRESS","VIOLATIONS","LATITUDE","LONGITUDE","LOCATION","date","count"
"2735","08/04/2014","CHI045","445 W 127TH",176,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-04,1
"2776","08/05/2014","CHI003","4124 W FOSTER AVE",92,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-05,1
"2778","08/05/2014","CHI005","2080 W PERSHING",39,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-05,1
"2780","08/05/2014","CHI008","3655 W JACKSON",15,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-05,1
"2784","08/05/2014","CHI013","5330 S COTTAGE GROVE",62,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-05,1
"2788","08/05/2014","CHI019","2917 W ROOSEVELT",98,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-05,1
"2797","08/05/2014","CHI045","445 W 127TH",170,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-05,1
"2836","08/06/2014","CHI003","4124 W FOSTER AVE",117,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-06,1
"2838","08/06/2014","CHI005","2080 W PERSHING",32,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-06,1
"2840","08/06/2014","CHI008","3655 W JACKSON",19,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-06,1
"2844","08/06/2014","CHI013","5330 S COTTAGE GROVE",53,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-06,1
"2848","08/06/2014","CHI019","2917 W ROOSEVELT",55,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-06,1
"2857","08/06/2014","CHI045","445 W 127TH",151,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-06,1
"2899","08/07/2014","CHI003","4124 W FOSTER AVE",120,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-07,1
"2901","08/07/2014","CHI005","2080 W PERSHING",40,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-07,1
"2903","08/07/2014","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-07,1
"2907","08/07/2014","CHI013","5330 S COTTAGE GROVE",51,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-07,1
"2911","08/07/2014","CHI019","2917 W ROOSEVELT",52,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-07,1
"2920","08/07/2014","CHI045","445 W 127TH",156,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-07,1
"2962","08/08/2014","CHI003","4124 W FOSTER AVE",95,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-08,1
"2964","08/08/2014","CHI005","2080 W PERSHING",46,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-08,1
"2966","08/08/2014","CHI008","3655 W JACKSON",26,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-08,1
"2970","08/08/2014","CHI013","5330 S COTTAGE GROVE",69,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-08,1
"2974","08/08/2014","CHI019","2917 W ROOSEVELT",59,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-08,1
"2983","08/08/2014","CHI045","445 W 127TH",199,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-08,1
"3026","08/09/2014","CHI003","4124 W FOSTER AVE",168,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-09,1
"3028","08/09/2014","CHI005","2080 W PERSHING",43,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-09,1
"3030","08/09/2014","CHI008","3655 W JACKSON",19,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-09,1
"3034","08/09/2014","CHI013","5330 S COTTAGE GROVE",80,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-09,1
"3038","08/09/2014","CHI019","2917 W ROOSEVELT",72,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-09,1
"3047","08/09/2014","CHI045","445 W 127TH",205,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-09,1
"3090","08/10/2014","CHI003","4124 W FOSTER AVE",108,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-10,1
"3092","08/10/2014","CHI005","2080 W PERSHING",19,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-10,1
"3094","08/10/2014","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-10,1
"3098","08/10/2014","CHI013","5330 S COTTAGE GROVE",81,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-10,1
"3102","08/10/2014","CHI019","2917 W ROOSEVELT",36,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-10,1
"3111","08/10/2014","CHI045","445 W 127TH",195,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-10,1
"3153","08/11/2014","CHI003","4124 W FOSTER AVE",106,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-11,1
"3155","08/11/2014","CHI005","2080 W PERSHING",42,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-11,1
"3157","08/11/2014","CHI008","3655 W JACKSON",12,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-11,1
"3161","08/11/2014","CHI013","5330 S COTTAGE GROVE",55,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-11,1
"3165","08/11/2014","CHI019","2917 W ROOSEVELT",56,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-11,1
"3174","08/11/2014","CHI045","445 W 127TH",134,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-11,1
"3215","08/12/2014","CHI003","4124 W FOSTER AVE",115,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-12,1
"3217","08/12/2014","CHI005","2080 W PERSHING",33,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-12,1
"3219","08/12/2014","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-12,1
"3223","08/12/2014","CHI013","5330 S COTTAGE GROVE",52,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-12,1
"3227","08/12/2014","CHI019","2917 W ROOSEVELT",58,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-12,1
"3236","08/12/2014","CHI045","445 W 127TH",156,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-12,1
"3278","08/13/2014","CHI003","4124 W FOSTER AVE",110,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-13,1
"3280","08/13/2014","CHI005","2080 W PERSHING",39,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-13,1
"3282","08/13/2014","CHI008","3655 W JACKSON",12,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-13,1
"3286","08/13/2014","CHI013","5330 S COTTAGE GROVE",25,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-13,1
"3290","08/13/2014","CHI019","2917 W ROOSEVELT",76,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-13,1
"3299","08/13/2014","CHI045","445 W 127TH",184,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-13,1
"3343","08/14/2014","CHI003","4124 W FOSTER AVE",120,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-14,1
"3345","08/14/2014","CHI005","2080 W PERSHING",38,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-14,1
"3347","08/14/2014","CHI008","3655 W JACKSON",8,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-14,1
"3351","08/14/2014","CHI013","5330 S COTTAGE GROVE",37,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-14,1
"3355","08/14/2014","CHI019","2917 W ROOSEVELT",62,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-14,1
"3364","08/14/2014","CHI045","445 W 127TH",167,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-14,1
"3408","08/15/2014","CHI003","4124 W FOSTER AVE",122,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-15,1
"3410","08/15/2014","CHI005","2080 W PERSHING",41,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-15,1
"3412","08/15/2014","CHI008","3655 W JACKSON",21,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-15,1
"3416","08/15/2014","CHI013","5330 S COTTAGE GROVE",41,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-15,1
"3420","08/15/2014","CHI019","2917 W ROOSEVELT",84,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-15,1
"3429","08/15/2014","CHI045","445 W 127TH",185,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-15,1
"3474","08/16/2014","CHI003","4124 W FOSTER AVE",160,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-16,1
"3476","08/16/2014","CHI005","2080 W PERSHING",40,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-16,1
"3478","08/16/2014","CHI008","3655 W JACKSON",4,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-16,1
"3482","08/16/2014","CHI013","5330 S COTTAGE GROVE",41,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-16,1
"3486","08/16/2014","CHI019","2917 W ROOSEVELT",42,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-16,1
"3495","08/16/2014","CHI045","445 W 127TH",211,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-16,1
"3538","08/17/2014","CHI003","4124 W FOSTER AVE",126,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-17,1
"3540","08/17/2014","CHI005","2080 W PERSHING",44,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-17,1
"3542","08/17/2014","CHI008","3655 W JACKSON",15,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-17,1
"3546","08/17/2014","CHI013","5330 S COTTAGE GROVE",67,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-17,1
"3550","08/17/2014","CHI019","2917 W ROOSEVELT",33,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-17,1
"3559","08/17/2014","CHI045","445 W 127TH",197,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-17,1
"3603","08/18/2014","CHI003","4124 W FOSTER AVE",98,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-18,1
"3605","08/18/2014","CHI005","2080 W PERSHING",50,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-18,1
"3607","08/18/2014","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-18,1
"3611","08/18/2014","CHI013","5330 S COTTAGE GROVE",46,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-18,1
"3615","08/18/2014","CHI019","2917 W ROOSEVELT",65,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-18,1
"3624","08/18/2014","CHI045","445 W 127TH",195,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-18,1
"3668","08/19/2014","CHI003","4124 W FOSTER AVE",114,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-19,1
"3670","08/19/2014","CHI005","2080 W PERSHING",25,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-19,1
"3672","08/19/2014","CHI008","3655 W JACKSON",22,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-19,1
"3676","08/19/2014","CHI013","5330 S COTTAGE GROVE",40,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-19,1
"3680","08/19/2014","CHI019","2917 W ROOSEVELT",73,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-19,1
"3689","08/19/2014","CHI045","445 W 127TH",170,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-19,1
"3733","08/20/2014","CHI003","4124 W FOSTER AVE",71,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-20,1
"3735","08/20/2014","CHI005","2080 W PERSHING",21,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-20,1
"3737","08/20/2014","CHI008","3655 W JACKSON",12,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-20,1
"3741","08/20/2014","CHI013","5330 S COTTAGE GROVE",40,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-20,1
"3745","08/20/2014","CHI019","2917 W ROOSEVELT",60,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-20,1
"3754","08/20/2014","CHI045","445 W 127TH",107,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-20,1
"3801","08/21/2014","CHI003","4124 W FOSTER AVE",64,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-21,1
"3803","08/21/2014","CHI005","2080 W PERSHING",19,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-21,1
"3805","08/21/2014","CHI008","3655 W JACKSON",10,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-21,1
"3809","08/21/2014","CHI013","5330 S COTTAGE GROVE",30,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-21,1
"3813","08/21/2014","CHI019","2917 W ROOSEVELT",19,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-21,1
"3823","08/21/2014","CHI045","445 W 127TH",66,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-21,1
"3869","08/22/2014","CHI003","4124 W FOSTER AVE",126,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-22,1
"3871","08/22/2014","CHI005","2080 W PERSHING",34,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-22,1
"3873","08/22/2014","CHI008","3655 W JACKSON",29,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-22,1
"3877","08/22/2014","CHI013","5330 S COTTAGE GROVE",60,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-22,1
"3881","08/22/2014","CHI019","2917 W ROOSEVELT",87,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-22,1
"3891","08/22/2014","CHI045","445 W 127TH",185,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-22,1
"3937","08/23/2014","CHI003","4124 W FOSTER AVE",139,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-23,1
"3939","08/23/2014","CHI005","2080 W PERSHING",33,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-23,1
"3941","08/23/2014","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-23,1
"3945","08/23/2014","CHI013","5330 S COTTAGE GROVE",67,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-23,1
"3949","08/23/2014","CHI019","2917 W ROOSEVELT",56,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-23,1
"3958","08/23/2014","CHI045","445 W 127TH",192,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-23,1
"4001","08/24/2014","CHI003","4124 W FOSTER AVE",125,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-24,1
"4003","08/24/2014","CHI005","2080 W PERSHING",32,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-24,1
"4005","08/24/2014","CHI008","3655 W JACKSON",16,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-24,1
"4009","08/24/2014","CHI013","5330 S COTTAGE GROVE",75,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-24,1
"4013","08/24/2014","CHI019","2917 W ROOSEVELT",50,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-24,1
"4022","08/24/2014","CHI045","445 W 127TH",185,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-24,1
"4066","08/25/2014","CHI003","4124 W FOSTER AVE",71,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-25,1
"4068","08/25/2014","CHI005","2080 W PERSHING",30,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-25,1
"4070","08/25/2014","CHI008","3655 W JACKSON",26,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-25,1
"4074","08/25/2014","CHI013","5330 S COTTAGE GROVE",45,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-25,1
"4078","08/25/2014","CHI019","2917 W ROOSEVELT",65,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-25,1
"4088","08/25/2014","CHI045","445 W 127TH",136,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-25,1
"4135","08/26/2014","CHI003","4124 W FOSTER AVE",82,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-26,1
"4137","08/26/2014","CHI005","2080 W PERSHING",27,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-26,1
"4139","08/26/2014","CHI008","3655 W JACKSON",13,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-26,1
"4143","08/26/2014","CHI013","5330 S COTTAGE GROVE",45,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-26,1
"4147","08/26/2014","CHI019","2917 W ROOSEVELT",81,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-26,1
"4157","08/26/2014","CHI045","445 W 127TH",135,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-26,1
"4207","08/27/2014","CHI003","4124 W FOSTER AVE",79,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-27,1
"4209","08/27/2014","CHI005","2080 W PERSHING",37,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-27,1
"4211","08/27/2014","CHI008","3655 W JACKSON",18,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-27,1
"4215","08/27/2014","CHI013","5330 S COTTAGE GROVE",47,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-27,1
"4219","08/27/2014","CHI019","2917 W ROOSEVELT",73,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-27,1
"4229","08/27/2014","CHI045","445 W 127TH",161,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-27,1
"4282","08/28/2014","CHI003","4124 W FOSTER AVE",94,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-28,1
"4284","08/28/2014","CHI005","2080 W PERSHING",35,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-28,1
"4286","08/28/2014","CHI008","3655 W JACKSON",10,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-28,1
"4290","08/28/2014","CHI013","5330 S COTTAGE GROVE",47,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-28,1
"4294","08/28/2014","CHI019","2917 W ROOSEVELT",84,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-28,1
"4304","08/28/2014","CHI045","445 W 127TH",163,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-28,1
"4356","08/29/2014","CHI003","4124 W FOSTER AVE",94,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-29,1
"4357","08/29/2014","CHI005","2080 W PERSHING",39,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-29,1
"4359","08/29/2014","CHI008","3655 W JACKSON",26,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-29,1
"4363","08/29/2014","CHI013","5330 S COTTAGE GROVE",29,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-29,1
"4367","08/29/2014","CHI019","2917 W ROOSEVELT",88,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-29,1
"4377","08/29/2014","CHI045","445 W 127TH",185,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-29,1
"4428","08/30/2014","CHI003","4124 W FOSTER AVE",117,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-30,1
"4430","08/30/2014","CHI005","2080 W PERSHING",29,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-30,1
"4432","08/30/2014","CHI008","3655 W JACKSON",19,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-30,1
"4436","08/30/2014","CHI013","5330 S COTTAGE GROVE",46,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-30,1
"4440","08/30/2014","CHI019","2917 W ROOSEVELT",41,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-30,1
"4449","08/30/2014","CHI045","445 W 127TH",227,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-30,1
"4492","08/31/2014","CHI003","4124 W FOSTER AVE",121,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-08-31,1
"4494","08/31/2014","CHI005","2080 W PERSHING",35,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-08-31,1
"4496","08/31/2014","CHI008","3655 W JACKSON",7,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-08-31,1
"4500","08/31/2014","CHI013","5330 S COTTAGE GROVE",38,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-08-31,1
"4504","08/31/2014","CHI019","2917 W ROOSEVELT",55,41.866364,-87.699143,"(41.866364, -87.699143)",2014-08-31,1
"4513","08/31/2014","CHI045","445 W 127TH",213,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-08-31,1
"4558","09/01/2014","CHI003","4124 W FOSTER AVE",92,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-09-01,1
"4560","09/01/2014","CHI005","2080 W PERSHING",18,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-09-01,1
"4562","09/01/2014","CHI008","3655 W JACKSON",9,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-09-01,1
"4566","09/01/2014","CHI013","5330 S COTTAGE GROVE",34,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-09-01,1
"4570","09/01/2014","CHI019","2917 W ROOSEVELT",38,41.866364,-87.699143,"(41.866364, -87.699143)",2014-09-01,1
"4579","09/01/2014","CHI045","445 W 127TH",163,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-09-01,1
"4624","09/02/2014","CHI003","4124 W FOSTER AVE",90,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-09-02,1
"4626","09/02/2014","CHI005","2080 W PERSHING",22,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-09-02,1
"4628","09/02/2014","CHI008","3655 W JACKSON",23,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-09-02,1
"4632","09/02/2014","CHI013","5330 S COTTAGE GROVE",41,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-09-02,1
"4636","09/02/2014","CHI019","2917 W ROOSEVELT",66,41.866364,-87.699143,"(41.866364, -87.699143)",2014-09-02,1
"4659","09/02/2014","CHI045","445 W 127TH",153,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-09-02,1
"4744","09/03/2014","CHI003","4124 W FOSTER AVE",78,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-09-03,1
"4746","09/03/2014","CHI005","2080 W PERSHING",28,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-09-03,1
"4748","09/03/2014","CHI008","3655 W JACKSON",17,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-09-03,1
"4752","09/03/2014","CHI013","5330 S COTTAGE GROVE",35,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-09-03,1
"4756","09/03/2014","CHI019","2917 W ROOSEVELT",70,41.866364,-87.699143,"(41.866364, -87.699143)",2014-09-03,1
"4779","09/03/2014","CHI045","445 W 127TH",151,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-09-03,1
"4863","09/04/2014","CHI003","4124 W FOSTER AVE",69,41.9756053,-87.7316698,"(41.9756053, -87.7316698)",2014-09-04,1
"4865","09/04/2014","CHI005","2080 W PERSHING",23,41.8231888,-87.6773488,"(41.8231888, -87.6773488)",2014-09-04,1
"4867","09/04/2014","CHI008","3655 W JACKSON",9,41.8770708,-87.7181683,"(41.8770708, -87.7181683)",2014-09-04,1
"4870","09/04/2014","CHI013","5330 S COTTAGE GROVE",44,41.7977039,-87.6064448,"(41.7977039, -87.6064448)",2014-09-04,1
"4874","09/04/2014","CHI019","2917 W ROOSEVELT",59,41.866364,-87.699143,"(41.866364, -87.699143)",2014-09-04,1
"4896","09/04/2014","CHI045","445 W 127TH",124,41.6631741,-87.6335205,"(41.6631741, -87.6335205)",2014-09-04,1
